Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
mosaic-darbuka-red-blue-yellow-star-medallions-sealed,"Mosaic Darbuka - Red, Blue & Yellow Star Medallions","<p>Circular star medallions in red, blue, and yellow sit inside colored diamond rings on this cream darbuka, while a blue crosshatch pattern runs diagonally across the neck. Still factory-sealed and brand new, straight from the box.</p><ul>
<li>Circular star medallions with colored diamond rings</li>
<li>Red, blue, and yellow palette on cream</li>
<li>Blue crosshatch diagonal banding on the neck</li>
<li>Brand new, still factory-sealed</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, blue, cream, doumbek, factory sealed, middle eastern, mosaic, new, red, star medallion, yellow",true,Title,Default Title,,,,,DRM-11,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-11-01.jpg,1,"Mosaic Darbuka - Red, Blue & Yellow Star Medallions — Bob Music Store",false,"Mosaic Darbuka - Red, Blue & Yellow Star Medallions","Circular star medallions in red, blue, and yellow sit inside colored diamond rings on this cream darbuka, while a blue — Bob Music Store, Beirut.",g,active
blue-lacquer-darbuka-wood-tone-marquetry,Blue Lacquer Darbuka - Tan & Purple Wood-Tone Marquetry,"<p>The only blue-lacquered piece in this batch, this darbuka pairs a deep blue body with tan and purple wood-tone marquetry diamond medallions. Purple and tan hexagon banding wraps the neck, tying the two-tone marquetry work together.</p><ul>
<li>Deep blue lacquered body, the only blue lacquer piece in the batch</li>
<li>Tan and purple wood-tone marquetry diamond medallions</li>
<li>Purple/tan hexagon banding on the neck</li>
<li>New, unplayed condition</li>
</ul>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, blue, doumbek, hexagon banding, lacquer, middle eastern, purple, tan, wood marquetry",true,Title,Default Title,,,,,DRM-10,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-10-01.jpg,1,Blue Lacquer Darbuka - Tan & Purple Wood-Tone Marquetry — Bob Music Store,false,Blue Lacquer Darbuka - Tan & Purple Wood-Tone Marquetry,"The only blue-lacquered piece in this batch, this darbuka pairs a deep blue body with tan and purple wood-tone marquetry — Bob Music Store, Beirut.",g,active
stone-cream-darbuka-vesica-medallions,"Stone-Cream Darbuka - Black, Red & Pale Green Vesica Medallions","<p>A matte, stone-cream body sets off a bold medallion motif of overlapping ovals in a vesica shape, worked in black, red, and pale green. The finish reads as a painted or lacquered surface rather than inlaid shell, giving it a flatter, more graphic look than the mosaic pieces in this batch.</p><ul>
<li>Overlapping oval vesica medallion motif in black, red, and pale green</li>
<li>Matte stone-cream ground</li>
<li>Non-glossy surface finish, distinct from the shell-mosaic pieces</li>
<li>New, unplayed condition</li>
</ul>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, black, cream, doumbek, green, matte finish, medallion, middle eastern, red, vesica",true,Title,Default Title,,,,,DRM-09,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-09-01.jpg,1,"Stone-Cream Darbuka - Black, Red & Pale Green Vesica Medallions — Bob Music Store",false,"Stone-Cream Darbuka - Black, Red & Pale Green Vesica Meda…","A matte, stone-cream body sets off a bold medallion motif of overlapping ovals in a vesica shape, worked in black, red — Bob Music Store, Beirut.",g,active
mosaic-darbuka-black-yellow-red-star-diamond-sealed,"Mosaic Darbuka - Black, Yellow & Red Star Diamond Panels","<p>Bold star-mosaic diamond medallions in black, yellow, red, and grey stand out against this darbuka's cream body. It's brand new and still factory-sealed, so it comes to you exactly as it left the workshop.</p><ul>
<li>Star-mosaic diamond medallion panels</li>
<li>Black, yellow, red, and grey colorway on cream</li>
<li>Brand new, still factory-sealed</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, black, cream, doumbek, factory sealed, grey, middle eastern, mosaic, new, red, yellow",true,Title,Default Title,,,,,DRM-08,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-08-01.jpg,1,"Mosaic Darbuka - Black, Yellow & Red Star Diamond Panels — Bob Music Store",false,"Mosaic Darbuka - Black, Yellow & Red Star Diamond Panels","Bold star-mosaic diamond medallions in black, yellow, red, and grey stand out against this darbuka's cream body — Bob Music Store, Beirut.",g,active
mosaic-darbuka-ivory-teardrop-flower-medallions,Mosaic Darbuka - Ivory Teardrop Panels & Flower Medallions,"<p>Teardrop and almond-shaped panels frame a series of hexagon flower motifs across this white-and-cream mosaic darbuka, each flower centered with a small red dot. A checkerboard diamond border finishes the edges cleanly.</p><ul>
<li>Teardrop/almond-shaped bordered panel layout</li>
<li>Hexagon flower motifs with red dot centers</li>
<li>Checkerboard diamond border trim</li>
<li>New, unplayed condition</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, checkerboard border, cream, doumbek, floral, middle eastern, mosaic, mother of pearl, white",true,Title,Default Title,,,,,DRM-07,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-07-01.jpg,1,Mosaic Darbuka - Ivory Teardrop Panels & Flower Medallions — Bob Music Store,false,Mosaic Darbuka - Ivory Teardrop Panels & Flower Medallions,"Teardrop and almond-shaped panels frame a series of hexagon flower motifs across this white-and-cream mosaic darbuka, each — Bob Music Store, Beirut.",g,active
mosaic-darbuka-ivory-hexagon-star-lattice-monochrome,"Mosaic Darbuka - Ivory Hexagon-Star Lattice, Monochrome","<p>Where most of this batch leans colorful, this one stays disciplined - white and cream mother-of-pearl set in a dense, small-scale hexagon-star lattice with only black and cream for contrast. A gold coin medallion is the single accent on an otherwise restrained surface.</p><ul>
<li>Dense hexagon-star lattice mosaic, fine-scale piecework</li>
<li>Black, white, and cream palette only, no color accents</li>
<li>Gold coin medallion detail</li>
<li>New, unplayed condition</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, black, cream, doumbek, hexagon, middle eastern, monochrome, mosaic, mother of pearl, white",true,Title,Default Title,,,,,DRM-06,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-06-01.jpg,1,"Mosaic Darbuka - Ivory Hexagon-Star Lattice, Monochrome — Bob Music Store",false,"Mosaic Darbuka - Ivory Hexagon-Star Lattice, Monochrome","Where most of this batch leans colorful, this one stays disciplined - white and cream mother-of-pearl set in a dense — Bob Music Store, Beirut.",g,active
mosaic-darbuka-red-yellow-black-scalloped-petal-sealed,"Mosaic Darbuka - Red, Yellow & Black Scalloped Petal Panels","<p>Scalloped, petal-shaped panels carry a red, yellow, and black diamond mosaic around this cream-bodied darbuka, with diagonal banding wrapping the neck for extra movement. It arrives brand new and still factory-sealed in its original shrink-wrap.</p><ul>
<li>Diamond mosaic in scalloped arch/petal-shaped panels</li>
<li>Red, yellow, and black colorway on a cream ground</li>
<li>Diagonal banding detail on the neck</li>
<li>Brand new, still factory-sealed</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, black, cream, doumbek, factory sealed, middle eastern, mosaic, new, red, scalloped, yellow",true,Title,Default Title,,,,,DRM-05,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-05-01.jpg,1,"Mosaic Darbuka - Red, Yellow & Black Scalloped Petal Panels — Bob Music Store",false,"Mosaic Darbuka - Red, Yellow & Black Scalloped Petal Panels","Scalloped, petal-shaped panels carry a red, yellow, and black diamond mosaic around this cream-bodied darbuka, with diagonal — Bob Music Store, Beirut.",g,active
mosaic-darbuka-ivory-star-medallion-lattice,Mosaic Darbuka - Ivory Star Medallion Lattice,"<p>An ivory and cream mother-of-pearl mosaic covers this darbuka in repeating 6- and 8-point star medallions, set against a cross-and-diamond lattice background that keeps the pattern feeling continuous rather than pieced together.</p><ul>
<li>Repeating 6/8-point star medallion motif</li>
<li>Cross and diamond lattice background pattern</li>
<li>Ivory and cream mother-of-pearl tones</li>
<li>New, unplayed condition</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, cream, doumbek, ivory, lattice, middle eastern, mosaic, mother of pearl, star medallion",true,Title,Default Title,,,,,DRM-04,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-04-01.jpg,1,Mosaic Darbuka - Ivory Star Medallion Lattice — Bob Music Store,false,Mosaic Darbuka - Ivory Star Medallion Lattice,"An ivory and cream mother-of-pearl mosaic covers this darbuka in repeating 6- and 8-point star medallions, set against — Bob Music Store, Beirut.",g,active
mosaic-darbuka-black-white-silver-diamond-checkerboard,"Mosaic Darbuka - Black, White & Silver Diamond Checkerboard","<p>High contrast is the whole point here: a black, white, and silver mother-of-pearl mosaic laid out in a diamond checkerboard that wraps the entire body edge to edge. A gold coin medallion at the base is the only warm note against an otherwise graphic, almost op-art surface.</p><ul>
<li>Full-body diamond checkerboard mosaic with no gaps in coverage</li>
<li>Black, white, and silver mother-of-pearl tones</li>
<li>Gold coin medallion at the base</li>
<li>New, unplayed condition</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, black, checkerboard, diamond pattern, doumbek, middle eastern, mosaic, mother of pearl, silver, white",true,Title,Default Title,,,,,DRM-03,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-03-01.jpg,1,"Mosaic Darbuka - Black, White & Silver Diamond Checkerboard — Bob Music Store",false,"Mosaic Darbuka - Black, White & Silver Diamond Checkerboard","High contrast is the whole point here: a black, white, and silver mother-of-pearl mosaic laid out in a diamond checkerboard — Bob Music Store, Beirut.",g,active
wood-marquetry-darbuka-walnut-chevron-checkerboard,Wood Marquetry Darbuka - Walnut Chevron & Checkerboard,"<p>This darbuka trades the usual shell mosaic for genuine wood marquetry - walnut-toned veneer panels laid in a chevron and herringbone pattern under a glossy lacquer finish. A checkerboard inlay panel breaks up the neck for a tailored, furniture-grade look.</p><ul>
<li>Walnut-tone wood marquetry body, not shell mosaic</li>
<li>Chevron and herringbone veneer panel work</li>
<li>Checkerboard inlay accent panel on the neck</li>
<li>Glossy lacquer topcoat</li>
<li>New, unplayed condition</li>
</ul>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, chevron, doumbek, handmade, herringbone, lacquered, middle eastern, walnut, wood marquetry",true,Title,Default Title,,,,,DRM-02,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-02-01.jpg,1,Wood Marquetry Darbuka - Walnut Chevron & Checkerboard — Bob Music Store,false,Wood Marquetry Darbuka - Walnut Chevron & Checkerboard,"This darbuka trades the usual shell mosaic for genuine wood marquetry - walnut-toned veneer panels laid in a chevron — Bob Music Store, Beirut.",g,active
mosaic-darbuka-cream-gold-star-medallions,Mosaic Darbuka - Cream & Gold Star Medallions,"<p>A cream-and-gold darbuka built around two circular star medallions, each centered on a deep red hexagon that anchors the design. A gold coin medallion sits at the base where the body narrows, echoing the warm metallic tone throughout.</p><ul>
<li>Mother-of-pearl mosaic shell over a cream and gold ground</li>
<li>Two matching circular star medallions with red hexagon centers</li>
<li>Gold coin medallion detail at the base</li>
<li>New, unplayed condition</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, cream, doumbek, gold, hand drum, middle eastern, mosaic, mother of pearl, star medallion",true,Title,Default Title,,,,,DRM-01,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-01-01.jpg,1,Mosaic Darbuka - Cream & Gold Star Medallions — Bob Music Store,false,Mosaic Darbuka - Cream & Gold Star Medallions,"A cream-and-gold darbuka built around two circular star medallions, each centered on a deep red hexagon that anchors the design — Bob Music Store, Beirut.",g,active
dorazio-aud-oud-strings-silver-plated,D'Orazio AUD Oud String Set — Silver-Plated Wound,"<p>D'Orazio (Italy) ""AUD"" oud string set — silver-plated wound, 6-course. Italian-made strings for the Arabic oud, from a house making strings since 1859.</p><ul>
<li>6-course oud set</li>
<li>Silver-plated wound</li>
<li>Made in Italy</li>
</ul>",D'Orazio,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Oud Strings,"Oud & Saz Strings, Strings & Accessories, Arabic Instruments, italian, middle eastern, oud, strings",true,Title,Default Title,,,,,STR-25,70,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/STR-25-01.jpg,1,D'Orazio AUD Oud String Set — Silver-Plated Wound — Bob Music Store,false,D'Orazio AUD Oud String Set — Silver-Plated Wound,"D'Orazio (Italy) ""AUD"" oud string set — silver-plated wound, 6-course — Bob Music Store, Beirut.",g,active
dorazio-set-460-electric-bass-strings-5-string,"D'Orazio Set 460 Electric Bass Strings — 5-String, Pure Nickel","<p>D'Orazio (Italy, since 1859) Set 460 for 5-string electric bass: round wound pure nickel, long scale, gauges .045 .065 .080 .100 .130. Warm vintage-voiced nickel from Italy's historic string maker.</p><ul>
<li>5-string electric bass set, long scale</li>
<li>Pure nickel, round wound, 045-130</li>
<li>Made in Italy</li>
</ul>",D'Orazio,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Bass Strings,"Violin & Bass Strings, Strings & Accessories, 5 string, bass, electric bass, italian, strings",true,Title,Default Title,,,,,STR-24,140,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/STR-24-01.jpg,1,"D'Orazio Set 460 Electric Bass Strings — 5-String, Pure Nickel — Bob Music Store",false,"D'Orazio Set 460 Electric Bass Strings — 5-String, Pure N…","D'Orazio (Italy, since 1859) Set 460 for 5-string electric bass: round wound pure nickel, long scale, gauges .045 .065 .080 — Bob Music Store, Beirut.",g,active
